order_id,customer_id,store_lat,store_lon,customer_lat,customer_lon,order_timestamp,delivery_timestamp,distance_km,delivery_time_minutes,order_volume,store_capacity,active_orders,traffic_density,weather_conditions,cluster
2aa87f12-76b9-4fb6-8535-9228e9378462,846dc4ea-7202-4f7d-9dc9-4e1a9586fcc6,18.46278588034733,73.8975833423349,18.57485657811212,73.91711583619579,2025-03-05T09:54:16.814729,2025-03-05T11:30:16.814737,12.57,96,4,79,14,1.54,Rainy,4
25c2de59-b1bf-492a-94fd-ffac76ba0626,f20b543d-9878-456b-80eb-41b2b4bdd7f5,18.53494561122744,73.92995591640513,18.580091066524883,73.87809178655382,2025-03-05T09:54:16.815001,2025-03-05T11:00:16.815007,7.41,66,8,170,28,1.78,Clear,0
84c027a8-4754-4bba-b438-15263c8bc86e,769c12f6-0bc0-4385-8cd8-c7d0100caaba,18.51789523603107,73.93657807861982,18.48147937557665,73.93654114676148,2025-03-05T09:54:16.815241,2025-03-05T10:23:16.815247,4.03,29,10,74,11,1.47,Clear,0
36b26996-d96a-41b5-a88c-f3ed5e43a954,ef18ecc7-670f-42be-a442-172135b2aba4,18.46278588034733,73.8975833423349,18.5805665223819,73.7627394570571,2025-03-05T09:54:16.815501,2025-03-05T11:41:16.815507,19.3,107,4,142,42,1.11,Clear,4
4f88dfe0-bebd-47b3-8788-743ba902ba50,ad7adbdc-809c-4189-92b9-a403a79ab10e,18.53494561122744,73.92995591640513,18.63522731160897,73.77872398158797,2025-03-05T09:54:16.815788,2025-03-05T11:49:16.815794,19.44,115,5,51,40,1.18,Clear,4
a6565931-7397-441d-8a62-66fb053c7cfd,84bf78d3-5898-41ca-8a41-7ddfa6075d96,18.63368437027885,73.85809858464798,18.64082744747236,73.94266763834572,2025-03-05T09:54:16.816054,2025-03-05T11:24:16.816060,8.96,90,1,98,50,2.03,Stormy,2
1b77e3e6-92a4-433b-8779-8f70f0956ef5,8d9dd065-d5b5-492a-b0c6-6099ba74e616,18.632538870611977,73.87640181653222,18.54068153443781,73.8825972424768,2025-03-05T09:54:16.816326,2025-03-05T11:12:16.816332,10.19,78,6,112,20,1.55,Stormy,0
140215ac-3c0a-44e4-b713-be2a88a37e2b,b46ce530-0a57-44f8-b80d-9eeea08187bc,18.46278588034733,73.8975833423349,18.5236101132689,73.86754284780775,2025-03-05T09:54:16.816616,2025-03-05T10:54:16.816623,7.44,60,3,187,20,1.63,Stormy,2
e9823b92-2972-4b3a-b52e-7aeca97b820e,fba97f41-3d51-4ad6-ad83-01113b5c74e0,18.53494561122744,73.92995591640513,18.45561688904834,73.82458290884712,2025-03-05T09:54:16.816893,2025-03-05T11:12:16.816900,14.17,78,6,70,27,1.1,Stormy,4
095093a9-1cbe-4e73-b758-2026dfcacae9,f3593d9b-0626-41ae-879d-0c5213703912,18.51789523603107,73.93657807861982,18.535603860207196,73.75595235435827,2025-03-05T09:54:16.817168,2025-03-05T13:13:16.817174,19.17,199,2,188,41,2.08,Stormy,1
1b5c0470-6dda-46c3-9200-4bf77b449435,0c03c9c1-01b6-4f19-8b0f-16765d44d4ad,18.46278588034733,73.8975833423349,18.494452940536007,73.81835117552194,2025-03-05T09:54:16.817444,2025-03-05T11:01:16.817452,9.07,67,1,142,50,1.48,Rainy,2
e63cff7d-21db-4545-a18b-a27f3bd818e0,937e2abb-06e1-48e6-9ea3-483c1e387d1f,18.46278588034733,73.8975833423349,18.57473796556605,73.94642803619175,2025-03-05T09:54:16.817753,2025-03-05T12:33:16.817761,13.42,159,1,131,35,2.37,Cloudy,1
87244ce2-8656-4661-a426-5a9ece2bf7ce,0b5070a4-4dd5-48ba-b4fc-42aac1421ebf,18.632538870611977,73.87640181653222,18.622747565941623,73.8443529908184,2025-03-05T09:54:16.818019,2025-03-05T10:21:16.818025,3.55,27,7,141,27,1.55,Rainy,0
e8f433ef-2889-4202-9c05-d89900e2358b,6667b836-c334-476e-88ad-b9c0b43e20be,18.53494561122744,73.92995591640513,18.57862738123496,73.76126047404404,2025-03-05T09:54:16.818323,2025-03-05T11:30:16.818331,18.45,96,5,78,39,1.04,Clear,4
1c10a1ee-0051-4ff8-8b4f-7797b010fe81,3a3fdbc1-2f20-495e-b578-5fc1a854cf4b,18.63368437027885,73.85809858464798,18.50333929976288,73.84253332852822,2025-03-05T09:54:16.818589,2025-03-05T12:21:16.818611,14.52,147,6,52,13,2.03,Clear,3
e548f78d-e895-481b-8907-f010d1e268a2,57910cef-4b7f-4579-8bcd-bf9292a734be,18.51789523603107,73.93657807861982,18.59324399903576,73.77186623326752,2025-03-05T09:54:16.818876,2025-03-05T13:15:16.818881,19.29,201,9,137,37,2.09,Stormy,3
4a59a5de-3ae9-491a-b172-b758646ccb67,cce0612f-f343-42dc-8ed6-2017d0ae2817,18.51789523603107,73.93657807861982,18.53082679173273,73.93182751262438,2025-03-05T09:54:16.819137,2025-03-05T10:10:16.819143,1.52,16,8,144,33,2.12,Rainy,0
0f9b8f41-7226-4d3b-b41d-b9cefa1adecb,be7e9a17-49af-49ac-8678-0d41b9e64018,18.63368437027885,73.85809858464798,18.474996989606268,73.78950145359448,2025-03-05T09:54:16.819406,2025-03-05T12:00:16.819413,19.0,126,8,53,33,1.33,Stormy,4
af94b119-2762-4cf1-a112-2a514066da2e,b2d9a0a3-df8e-4013-adcb-0aafdd102d36,18.632538870611977,73.87640181653222,18.542084000206323,73.84106672407978,2025-03-05T09:54:16.819705,2025-03-05T11:14:16.819714,10.68,80,8,72,38,1.5,Cloudy,0
a06a624f-22ef-4421-93a8-e1f36823c1a5,1bd0eba1-2d8f-41ec-b662-d2ad465d3e29,18.632538870611977,73.87640181653222,18.526312435617008,73.93627461039395,2025-03-05T09:54:16.819979,2025-03-05T12:08:16.819986,13.35,134,6,154,43,2.01,Stormy,3
5fe51355-ccf0-49c5-acaa-a59b01d84709,917a0b84-4acb-4b41-b200-bbdf0b798719,18.632538870611977,73.87640181653222,18.51333930736794,73.94565833827731,2025-03-05T09:54:16.820251,2025-03-05T12:34:16.820256,15.08,160,9,173,37,2.12,Cloudy,3
6a294414-31e8-43cd-a278-129a073c5c28,5e1ea272-8f4d-41f3-8770-3d03e56ecd80,18.632538870611977,73.87640181653222,18.473603418798124,73.82971044578412,2025-03-05T09:54:16.820503,2025-03-05T11:53:16.820511,18.27,119,9,148,39,1.31,Clear,4
99ea8d2c-9021-4b9f-8370-88c2df24a9d2,110029eb-4911-4baf-b10a-213b3c6c43ab,18.51789523603107,73.93657807861982,18.463601871116825,73.90118492727487,2025-03-05T09:54:16.820802,2025-03-05T11:17:16.820810,7.08,83,9,165,28,2.37,Rainy,0
2475c19f-4135-43f4-80d9-5f824450b103,d35a41aa-981b-45d3-a2c4-2c0fd04b5804,18.63368437027885,73.85809858464798,18.60748174287898,73.78610859853059,2025-03-05T09:54:16.821066,2025-03-05T10:39:16.821072,8.13,45,10,68,11,1.11,Cloudy,0
a14518de-5c5b-455c-a1be-e66b084870fb,ba4e41f8-96b5-4201-a5a2-5f2da81bd855,18.46278588034733,73.8975833423349,18.48021706948161,73.90486119310776,2025-03-05T09:54:16.821343,2025-03-05T10:04:16.821349,2.08,10,7,74,48,1.06,Rainy,0
c88f0a82-baf9-4e22-ae92-ded29fac9965,5eed999d-ea6f-4b50-8ee9-cc604905967a,18.51789523603107,73.93657807861982,18.534439816080383,73.89052175073134,2025-03-05T09:54:16.821632,2025-03-05T10:49:16.821639,5.2,55,1,163,15,2.14,Cloudy,2
49a3b704-759f-44e5-9652-1e72db0cd24d,4b792cf2-4bda-45b8-b9a1-ee508cee2518,18.632538870611977,73.87640181653222,18.462074623418623,73.86109298483217,2025-03-05T09:54:16.821896,2025-03-05T12:37:16.821902,18.94,163,7,179,30,1.73,Rainy,3
5a3f27f9-a31f-43b5-82b0-a36edc4897da,e58cca46-cac3-4d2b-81aa-edafe3bec09f,18.632538870611977,73.87640181653222,18.615468956119628,73.87144763543341,2025-03-05T09:54:16.822158,2025-03-05T10:14:16.822163,1.96,20,2,146,18,2.12,Clear,2
6a92b13e-707a-48fe-88c1-8c73ec82614e,985030f3-ded3-4b89-812b-49dc9ae0d3a9,18.46278588034733,73.8975833423349,18.476004294707128,73.79661712015518,2025-03-05T09:54:16.822432,2025-03-05T10:54:16.822439,10.76,60,9,184,35,1.12,Cloudy,0
a1747a4c-b7bf-42fe-afed-dc103ca4702f,0c2b4d23-230c-4197-a864-1ba984678341,18.51789523603107,73.93657807861982,18.59302724948051,73.88638617970507,2025-03-05T09:54:16.822722,2025-03-05T11:49:16.822729,9.86,115,5,173,10,2.34,Rainy,1
93fa8bb4-e993-45c2-ac3a-5c8aaf746f84,6b07e7a5-8e89-4926-945b-fb330558f280,18.53494561122744,73.92995591640513,18.54784879559448,73.87242655350602,2025-03-05T09:54:16.822990,2025-03-05T10:49:16.822997,6.24,55,4,70,45,1.79,Rainy,2
b3af3d95-5496-4326-bea7-620186a84250,402f4f48-f6cd-4252-986c-6b12ab7f89c2,18.632538870611977,73.87640181653222,18.49943383662058,73.94253547551631,2025-03-05T09:54:16.823262,2025-03-05T11:50:16.823269,16.3,116,7,88,42,1.43,Clear,4
9ee6ed10-33fa-41ee-822c-c8018fb2bbd1,211c1443-f72e-4255-a2d2-87cfca138513,18.46278588034733,73.8975833423349,18.478482357073503,73.89303678864042,2025-03-05T09:54:16.823524,2025-03-05T10:06:16.823529,1.8,12,5,144,37,1.35,Rainy,2
6b36055d-6c28-417b-8a1a-65a843f37050,2d5af602-e5e3-4f57-b6ed-19303696f56f,18.51789523603107,73.93657807861982,18.586606569471957,73.87403659199512,2025-03-05T09:54:16.823790,2025-03-05T11:57:16.823798,10.07,123,3,182,11,2.44,Rainy,1
1cbc66fd-99ef-482a-b31f-b2224511604a,346a2f4e-c949-4034-8067-efe04cf83e25,18.51789523603107,73.93657807861982,18.57802376039928,73.94037385090873,2025-03-05T09:54:16.824059,2025-03-05T10:30:16.824066,6.67,36,10,64,4,1.08,Clear,0
e7841a24-2c54-46d1-92c6-eb82ff4b9d85,993d1e71-521e-4e5f-8ca4-5c98691060ab,18.51789523603107,73.93657807861982,18.57995897453451,73.88663898946868,2025-03-05T09:54:16.824327,2025-03-05T11:41:16.824334,8.66,107,1,100,18,2.49,Clear,1
4a16f956-471c-40ab-a1ae-b8a195c7e5b9,63b5a55f-4b49-400c-ab29-f22713b3c648,18.63368437027885,73.85809858464798,18.54851832769236,73.9480383202233,2025-03-05T09:54:16.824614,2025-03-05T12:22:16.824630,13.38,148,5,111,34,2.22,Stormy,1
2f4d0742-4072-4e37-9eb8-3534a3e186b4,ef1d9fb4-d92e-427c-b244-2fa8af8b5e60,18.51789523603107,73.93657807861982,18.55630440657677,73.9369231161356,2025-03-05T09:54:16.824911,2025-03-05T10:42:16.824919,4.25,48,2,188,6,2.26,Rainy,2
2f93b3b6-f6a8-4d4c-881e-a24cc0a104e4,e9a5f8a8-7b5d-4029-bf7c-7f2f226d578e,18.53494561122744,73.92995591640513,18.649299623049185,73.78337104825073,2025-03-05T09:54:16.825179,2025-03-05T13:13:16.825186,19.99,199,2,73,30,1.99,Cloudy,1
5ead5176-b243-45b7-a7ea-e1d076931962,6cc627ac-460c-4107-bacf-8d2b9928755f,18.53494561122744,73.92995591640513,18.539354077430207,73.79905272828331,2025-03-05T09:54:16.825449,2025-03-05T11:31:16.825454,13.83,97,2,185,49,1.42,Stormy,4
762737de-e81d-4ac9-9d75-a2ded113866c,8da896e4-db7f-4ca0-8166-052abe445e90,18.51789523603107,73.93657807861982,18.61861921016586,73.85330107276498,2025-03-05T09:54:16.825721,2025-03-05T11:11:16.825727,14.2,77,3,134,32,1.1,Cloudy,4
792dc4fa-4887-4372-86ee-14366388ea27,4cd60d08-1728-4546-9f6e-b907ba4797a8,18.63368437027885,73.85809858464798,18.517033072680825,73.87673664030713,2025-03-05T09:54:16.825977,2025-03-05T11:53:16.825984,13.06,119,10,142,36,1.83,Clear,3
c7fa36ac-85ec-494b-9ff2-a66304a2f2ea,3764a367-bec5-4a26-ac96-56037f534a3f,18.63368437027885,73.85809858464798,18.64175049354845,73.82266352311225,2025-03-05T09:54:16.826252,2025-03-05T10:32:16.826259,3.84,38,10,103,48,2.02,Cloudy,0
ef3a0afa-9835-4de3-b1de-3413c78c810d,58e438f8-9e6b-4776-99ec-2c1882c9d982,18.632538870611977,73.87640181653222,18.54323512195819,73.83930715087293,2025-03-05T09:54:16.826522,2025-03-05T11:51:16.826528,10.63,117,1,92,18,2.21,Stormy,1
104276c6-dcc9-429a-9c81-68f5ed68e3cd,342cd960-807b-4bdb-9965-09138941d58e,18.63368437027885,73.85809858464798,18.51542690721813,73.79361981337178,2025-03-05T09:54:16.826806,2025-03-05T11:39:16.826813,14.75,105,1,174,45,1.43,Clear,4
d92588c7-e4c9-4a35-b067-36f2bf336ee8,b008dc7c-be51-467b-bd33-7332a0a364eb,18.51789523603107,73.93657807861982,18.606582089268453,73.77555195367533,2025-03-05T09:54:16.827057,2025-03-05T13:27:16.827065,19.63,213,5,166,18,2.18,Clear,1
4ae63300-ddb5-47e9-bc37-ccb88e169f22,5580c98d-dc3b-4357-867e-69b72f7af661,18.63368437027885,73.85809858464798,18.551398035145283,73.8978570864358,2025-03-05T09:54:16.827336,2025-03-05T11:47:16.827343,10.03,113,7,59,20,2.27,Clear,3
b2c8d281-486e-4ed1-b5bb-c6427d5fe291,a86ebc9f-cbf8-48b1-bc03-0ab7d2a47b96,18.46278588034733,73.8975833423349,18.63474712249962,73.81684364590132,2025-03-05T09:54:16.827623,2025-03-05T13:27:16.827632,20.86,213,2,148,48,2.05,Cloudy,1
5c251c30-bfc3-4b3e-b302-9a23520b8da1,06e76e00-32f3-4bff-b68b-4dc861dd9bf7,18.53494561122744,73.92995591640513,18.564427088793607,73.86575033041353,2025-03-05T09:54:16.827895,2025-03-05T10:37:16.827902,7.52,43,6,128,40,1.17,Stormy,0
b6707528-2be3-44cc-8365-73927667072c,e3e10279-2c6b-42ca-a874-6e01f981e436,18.46278588034733,73.8975833423349,18.48703459229863,73.8420248743723,2025-03-05T09:54:16.828153,2025-03-05T11:08:16.828159,6.45,74,4,137,22,2.32,Clear,2
09d1a819-4a64-4e36-918c-05e66606b819,23191a5d-412e-4d85-b4c2-344bff109670,18.53494561122744,73.92995591640513,18.618932559605245,73.82205472186676,2025-03-05T09:54:16.828678,2025-03-05T12:52:16.828687,14.7,178,9,100,1,2.43,Clear,3
5d4047ed-4e52-4784-aaa7-ab2094ceff57,72971a90-ff17-4375-8f3c-fadcbb3288bb,18.632538870611977,73.87640181653222,18.599230879147303,73.81622277737952,2025-03-05T09:54:16.828952,2025-03-05T11:19:16.828958,7.34,85,10,119,13,2.34,Cloudy,0
11e85daf-f71b-4ec6-ab40-a49a713c9291,7c595e24-e4e7-4cda-98c2-9c0f0028f27b,18.46278588034733,73.8975833423349,18.46518870501032,73.87647376777699,2025-03-05T09:54:16.829211,2025-03-05T10:05:16.829227,2.25,11,3,71,26,1.02,Stormy,2
1ae542e8-3f61-49ed-bc3c-fc0824ae7706,0c61d78b-fab3-41f3-9da5-7f58d5bfa9b3,18.51789523603107,73.93657807861982,18.52883836317821,73.89511020285255,2025-03-05T09:54:16.829481,2025-03-05T10:25:16.829488,4.54,31,4,174,42,1.4,Rainy,2
72c78ade-74a3-4b35-8103-7159be2c86bc,5df075a6-9446-4071-ad39-81aca5edce8b,18.51789523603107,73.93657807861982,18.494739397320085,73.78615345537827,2025-03-05T09:54:16.829773,2025-03-05T12:26:16.829781,16.09,152,3,170,5,1.9,Rainy,1
147dc8a1-e766-4989-96d1-f82c03ef5084,b7b8623d-c1cb-44a0-bb09-4418c8aeac4e,18.632538870611977,73.87640181653222,18.550962921502617,73.78323461351913,2025-03-05T09:54:16.830041,2025-03-05T12:04:16.830047,13.35,130,1,86,27,1.96,Rainy,1
f5c0d7a4-e92c-4b13-afc2-3564b9525485,d0756fb8-0953-4cd4-b5e3-52098ff3eef2,18.46278588034733,73.8975833423349,18.590466550501567,73.78814244419054,2025-03-05T09:54:16.830311,2025-03-05T13:21:16.830318,18.26,207,6,84,15,2.28,Clear,1
3ec3967b-329e-45f9-97b1-0a63b3c0dac8,e8372062-e852-4d15-a713-530ef0776f72,18.51789523603107,73.93657807861982,18.514890126931668,73.81603590580129,2025-03-05T09:54:16.830570,2025-03-05T11:30:16.830576,12.73,96,5,136,6,1.52,Rainy,4
5e261804-e2d5-4338-a903-159d46a69046,dd5552b0-df8e-4501-9fbe-cf8981e604b3,18.51789523603107,73.93657807861982,18.497692945828284,73.92033810970644,2025-03-05T09:54:16.830852,2025-03-05T10:17:16.830858,2.82,23,10,189,18,1.65,Clear,0
ceeeaba5-9981-4f38-b46d-dbcb408ab075,800bfc84-13d3-43f3-b35b-b573d0fa8ec9,18.632538870611977,73.87640181653222,18.462176813008448,73.91770676789507,2025-03-05T09:54:16.831112,2025-03-05T12:49:16.831118,19.35,175,5,148,27,1.81,Clear,1
8976e83a-204b-44cb-8998-4ecfea089e5d,e79df40f-beab-4f85-811f-6caa75df4187,18.51789523603107,73.93657807861982,18.53594779196565,73.8664472695122,2025-03-05T09:54:16.831393,2025-03-05T10:47:16.831399,7.67,53,10,196,11,1.4,Stormy,0
f99d0d4c-a79e-4165-a72c-1afba14a1837,2db1b40a-84c1-4ac4-86c1-71b97dcb3254,18.63368437027885,73.85809858464798,18.50671403859253,73.84262325191956,2025-03-05T09:54:16.831667,2025-03-05T12:34:16.831674,14.15,160,9,94,17,2.27,Cloudy,3
73a1e4ae-dc01-4afb-8bca-9fca76e3a54b,92d3e711-e1ae-4f9c-ae61-94e663dc3403,18.53494561122744,73.92995591640513,18.500116273870454,73.76157946978792,2025-03-05T09:54:16.831928,2025-03-05T11:35:16.831934,18.19,101,10,171,33,1.12,Stormy,4
058d6cf0-5d24-42d3-9e57-702969d77bc6,f6ee5722-1fc0-4aff-a2ee-68e716da913d,18.46278588034733,73.8975833423349,18.538365447210868,73.83012383883639,2025-03-05T09:54:16.832173,2025-03-05T12:00:16.832180,10.99,126,7,50,21,2.3,Cloudy,3
6788e3cb-153b-41b8-af98-38a5a358d416,780351a9-94c6-4116-b035-e16cfd95a233,18.53494561122744,73.92995591640513,18.46082881343298,73.936919843815,2025-03-05T09:54:16.832454,2025-03-05T10:57:16.832461,8.24,63,2,83,1,1.53,Stormy,2
986090f8-4c84-41aa-bab7-cfe58f304af9,4545585b-f51f-4731-b859-c95451b07f80,18.63368437027885,73.85809858464798,18.482888625820834,73.82123660339829,2025-03-05T09:54:16.832743,2025-03-05T12:06:16.832750,17.14,132,8,59,50,1.55,Rainy,3
d1e9ad09-cbfe-48fa-9dff-f6af45478da4,49a9abb9-cedc-4f7d-a07d-d0a6a84cae01,18.632538870611977,73.87640181653222,18.563065358703927,73.834132122429,2025-03-05T09:54:16.833011,2025-03-05T11:27:16.833017,8.89,93,10,184,48,2.1,Cloudy,0
e8f536f6-158f-41b9-9624-a8f118524de3,24175bd2-5013-47ad-9c09-724f39725195,18.51789523603107,73.93657807861982,18.518707160882744,73.76966700593199,2025-03-05T09:54:16.833284,2025-03-05T13:11:16.833291,17.62,197,4,161,17,2.25,Rainy,1
8dfdb094-8960-41a6-bb9b-94420b0809fb,9cb70dfd-648e-4357-b53c-fae288da81a5,18.53494561122744,73.92995591640513,18.450170398925128,73.83180073014304,2025-03-05T09:54:16.833539,2025-03-05T12:20:16.833545,13.98,146,1,112,27,2.09,Cloudy,1
aa65a2e3-8791-4673-a729-93a1b4bea7c1,337b517c-73da-468f-943b-17bca1c57b65,18.51789523603107,73.93657807861982,18.51058653338812,73.79359032913116,2025-03-05T09:54:16.833808,2025-03-05T12:49:16.833814,15.12,175,1,105,24,2.32,Rainy,1
a92de246-035e-4992-b6ac-6776757faff4,dd6f5823-984d-4c9d-a030-2b03fff79dda,18.63368437027885,73.85809858464798,18.53633009968232,73.87892121156314,2025-03-05T09:54:16.834060,2025-03-05T11:54:16.834067,11.0,120,4,53,9,2.19,Cloudy,1
45d98d77-e007-42f9-9545-d132a3585657,3bf32e58-af18-4501-94e0-e708029a4eea,18.53494561122744,73.92995591640513,18.466718233748484,73.85858088603419,2025-03-05T09:54:16.834335,2025-03-05T11:34:16.834342,10.67,100,7,155,23,1.89,Stormy,0
8b2f499c-2e6b-4586-9ed2-9ea053e72d15,b85e8b89-566e-45eb-b9cd-f0e7ca28690b,18.63368437027885,73.85809858464798,18.637686903800127,73.87835467159775,2025-03-05T09:54:16.834618,2025-03-05T10:18:16.834625,2.18,24,7,93,46,2.26,Cloudy,0
41cb9778-9f1d-427e-b435-e2d21354460d,07200bc2-b9db-428e-b831-92597cc5093f,18.46278588034733,73.8975833423349,18.53223975459601,73.81579760843175,2025-03-05T09:54:16.834882,2025-03-05T11:12:16.834888,11.56,78,2,88,16,1.36,Clear,2
eece5525-b193-4703-a961-d08b069f0f2f,295ee217-0c63-46cd-bf71-463db438a30a,18.63368437027885,73.85809858464798,18.631555510452845,73.86292243283063,2025-03-05T09:54:16.835089,2025-03-05T10:00:16.835095,0.56,6,7,126,31,2.15,Cloudy,0
7d9b51c1-f423-4083-85d1-4d05e97d3465,16a1616a-2179-49fa-b931-2d570af993e9,18.51789523603107,73.93657807861982,18.53985634669949,73.841017323664,2025-03-05T09:54:16.835356,2025-03-05T11:00:16.835363,10.38,66,4,174,3,1.29,Clear,4
61875f36-39a6-40fb-b716-e586573b96e6,513b968b-a1e2-44b6-b180-36fde3c36ebe,18.51789523603107,73.93657807861982,18.533966580486084,73.84254197312168,2025-03-05T09:54:16.835636,2025-03-05T11:17:16.835643,10.09,83,10,175,22,1.66,Stormy,0
fb57f8f5-9160-408d-8bd7-ea24deb1838f,c04afc2e-900f-4435-9567-8aa2b3efed70,18.63368437027885,73.85809858464798,18.59788760040028,73.87056791769903,2025-03-05T09:54:16.835890,2025-03-05T10:24:16.835896,4.18,30,4,156,18,1.47,Cloudy,2
535efff8-5c39-43ec-a4da-1d5bc6d87957,35bc8f13-143a-4d2f-bc89-44ab2b6b0e77,18.51789523603107,73.93657807861982,18.48699632473169,73.77457531629877,2025-03-05T09:54:16.836146,2025-03-05T12:48:16.836151,17.45,174,1,156,3,2.0,Cloudy,1
3ea9c595-d3f6-4ef4-9266-fa73dc78eb57,f3e0577b-0c3e-4ef0-8406-c772e696fb0d,18.53494561122744,73.92995591640513,18.48483207472095,73.86350559635484,2025-03-05T09:54:16.836407,2025-03-05T11:31:16.836413,8.94,97,3,139,9,2.18,Cloudy,2
d56df2c8-ff0a-45dc-ae9e-816825e60c79,eefd2bbc-cadc-4d6e-97bc-66663bae9704,18.632538870611977,73.87640181653222,18.617282970895744,73.91324640884098,2025-03-05T09:54:16.836673,2025-03-05T10:29:16.836680,4.24,35,10,53,21,1.69,Stormy,0
